Prix,year,origin,firstCirculationDate,firstHand,energy,gearbox,externalColor,doors,critAir,owners,mileage_value,co2_value,powerDIN_value,ratedHorsePower_value
32740.0,2023,France,2023-11-18,Non,Essence,Manuelle,gris clair,5.0,1,2.0,5335,120,186,10
17490.0,2021,France,2021-11-20,Oui,Essence,Manuelle,blanc,5.0,1,2.0,26580,119,101,5
9630.0,2019,France,2019-08-25,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,121305,104,90,5
18510.0,2018,France,2018-05-20,Non,Essence,Manuelle,blanc,5.0,1,3.0,82766,98,95,5
28070.0,2022,France,2022-01-11,Non,Essence,Automatique,gris,5.0,1,3.0,25917,136,130,7
231980.0,2017,Importé,2017-08-21,Non,Essence,Automatique,bleu metal,2.0,1,3.0,31308,136,580,50
44750.0,2019,France,2019-02-16,Non,Diesel,Automatique,blanc nacre,5.0,2,2.0,111320,147,235,14
21900.0,2020,France,2020-01-07,Oui,Essence,Manuelle,Peinture Vernis Rouge Elixir,5.0,1,2.0,29652,96,101,5
27100.0,2017,France,2017-09-06,Oui,Essence,Manuelle,rouge metal,2.0,1,2.0,42889,154,160,9
102720.0,2024,Importé,2025-01-28,Oui,Essence,Automatique,argent verni,4.0,1,2.0,24,154,401,34
27810.0,2023,France,2023-02-02,Non,Essence,Manuelle,BLANC,5.0,1,1.0,18732,139,131,7
16370.0,2020,France,2020-10-31,Non,Essence,Manuelle,blanc,5.0,1,2.0,59046,104,110,5
43910.0,2021,France,2021-02-13,Non,Hybride essence électrique,Automatique,noir,5.0,1,2.0,32428,171,155,8
37600.0,2022,France,2022-09-09,Oui,Essence,Automatique,blanc,5.0,1,2.0,50329,148,131,7
19320.0,2017,France,2017-12-13,Non,Diesel,Manuelle,noir,5.0,2,2.0,121578,133,131,7
53880.0,2021,France,2021-04-07,Oui,Hybride essence électrique,Automatique,bleu metal,5.0,1,2.0,36318,42,303,17
22440.0,2022,France,2022-12-12,Oui,Essence,Manuelle,gris,5.0,1,2.0,68286,132,125,6
12300.0,2014,France,2014-04-24,Non,Essence,Manuelle,noir,3.0,1,3.0,85393,127,122,6
27690.0,2024,Importé,2024-02-17,Non,Diesel,Manuelle,orange,5.0,1,3.0,11,140,115,6
6620.0,2010,France,2010-05-15,Non,Diesel,Manuelle,gris foncé metal,5.0,3,3.0,163947,115,90,5
22770.0,2022,Importé,2022-05-25,Non,Essence,Manuelle,rouge,5.0,1,3.0,19844,130,115,6
45750.0,2018,Importé,2019-05-01,Non,Essence,Automatique,blanc nacre,5.0,1,2.0,69905,163,310,20
13550.0,2015,France,2015-10-07,Non,Essence,Automatique,beige,4.0,1,4.0,40474,144,120,7
21940.0,2021,France,2021-02-07,Non,Diesel,Manuelle,blanc,5.0,2,2.0,45750,128,116,6
51040.0,2017,France,2017-10-24,Non,Diesel,Automatique,noir verni,5.0,2,2.0,91640,174,327,21
43200.0,2019,France,2019-01-03,Oui,Diesel,Automatique,bleu,5.0,2,2.0,81695,141,190,11
44260.0,2020,France,2020-06-28,Non,Diesel,Automatique,noir,5.0,2,2.0,23976,119,150,8
29260.0,2021,France,2021-12-28,Oui,Diesel,Automatique,gris,5.0,2,2.0,74582,135,116,6
16630.0,2017,France,2017-05-30,Non,Essence,Manuelle,gris clair,5.0,1,2.0,15648,95,110,5
21630.0,2013,France,2013-08-05,Non,Diesel,Automatique,bleu,5.0,2,3.0,153764,179,163,10
12390.0,2021,Importé,2021-06-19,Non,Essence,Manuelle,beige,5.0,1,3.0,46970,131,75,4
29730.0,2021,Importé,2021-03-23,Oui,Diesel,Automatique,noir,5.0,2,3.0,65148,116,150,8
48600.0,2023,France,2023-08-21,Oui,Essence,Automatique,bleu,5.0,1,3.0,3403,147,150,8
7240.0,2006,France,2006-04-30,Non,Essence,Manuelle,gris metal,4.0,3,3.0,186234,214,158,10
65060.0,2008,France,2008-08-13,Non,Essence,Automatique,noir verni,2.0,2,4.0,164820,410,561,51
36250.0,2019,France,2019-12-26,Non,Essence,Automatique,bleu,5.0,1,4.0,80730,159,184,11
41120.0,2018,France,2018-05-11,Non,Diesel,Automatique,Noir,5.0,2,3.0,80380,136,163,9
15690.0,2020,France,2020-11-30,Non,Essence,Manuelle,gris,5.0,1,2.0,78895,129,120,6
45010.0,2024,France,2024-11-21,Oui,Diesel,Manuelle,gris,4.0,2,2.0,1,176,130,7
14500.0,2009,France,2010-04-01,Non,Essence,Manuelle,gris metal,3.0,2,4.0,234802,183,200,12
20140.0,2017,France,2017-10-06,Non,Diesel,Manuelle,gris,5.0,2,2.0,104048,111,150,8
27370.0,2021,France,2021-08-05,Non,Hybride essence électrique,Automatique,noir,5.0,1,2.0,26814,35,93,5
30750.0,2019,France,2019-02-05,Oui,Diesel,Automatique,gris,5.0,2,2.0,69639,124,190,10
27710.0,2024,France,2024-04-25,Non,Electrique,Automatique,Rose Gold,3.0,0,2.0,2,0,95,3
16480.0,2020,France,2020-03-04,Non,Diesel,Manuelle,BLANC,5.0,2,2.0,103604,104,102,5
17030.0,2021,France,2021-05-16,Non,Diesel,Manuelle,GRIS ACIER,5.0,2,1.0,39842,118,102,5
25420.0,2019,France,2019-11-29,Non,Essence,Automatique,noir,5.0,1,1.0,72610,121,150,8
26540.0,2020,France,2020-10-26,Oui,Diesel,Automatique,GRIS,5.0,2,1.0,84924,102,131,6
14050.0,2020,France,2020-11-05,Oui,Essence,Manuelle,gris,5.0,1,1.0,67963,113,90,5
24400.0,2023,France,2023-05-05,Non,Diesel,Manuelle,noir,5.0,2,1.0,11,106,100,5
67520.0,2000,France,2000-03-02,Non,Essence,Automatique,noir,4.0,3,2.0,149925,106,325,33
18090.0,2018,France,2018-05-20,Oui,Diesel,Manuelle,gris metal,5.0,2,2.0,123831,133,131,7
33190.0,2021,France,2021-03-05,Non,Diesel,Automatique,gris,5.0,2,2.0,79005,148,136,7
19980.0,2017,Importé,2017-11-10,Oui,Diesel,Manuelle,blanc,5.0,1,2.0,99063,109,100,5
27820.0,2024,France,2024-02-28,Non,Essence,Manuelle,brun,5.0,1,2.0,12,127,110,6
22870.0,2022,France,2022-05-08,Non,Diesel,Automatique,gris,5.0,2,2.0,68331,135,136,7
33990.0,2023,France,2023-07-31,Non,Diesel,Manuelle,bleu,5.0,2,2.0,1,129,131,7
21570.0,2022,France,2022-11-21,Non,Diesel,Automatique,BLANC NACRE,5.0,2,3.0,81302,125,116,6
32460.0,2021,France,2021-06-17,Oui,Essence,Automatique,blanc verni,5.0,1,3.0,34981,138,109,6
36280.0,2022,France,2022-01-11,Oui,Hybride essence électrique,Automatique,SOLID BLACK,5.0,1,3.0,49709,45,190,7
16030.0,2018,France,2018-07-26,Non,Diesel,Manuelle,bleu,5.0,2,1.0,96300,94,120,6
11990.0,2014,France,2014-09-23,Non,Diesel,Automatique,gris verni,5.0,2,2.0,199100,109,109,5
59980.0,2024,France,2024-09-18,Oui,Hybride essence électrique,Automatique,Blanc,5.0,1,2.0,9240,141,158,8
21210.0,2022,France,2022-11-05,Oui,Essence,Manuelle,gris quartz metal,5.0,1,2.0,34842,119,101,5
19020.0,2019,France,2019-08-18,Non,Diesel,Manuelle,gris,5.0,2,3.0,127925,104,110,5
32680.0,2023,Importé,2023-08-05,Oui,Essence,Automatique,gris,5.0,1,3.0,13091,130,130,7
54480.0,2024,France,2024-10-23,Non,Hybride essence électrique,Automatique,GRIS ACIER,5.0,1,3.0,5,41,240,10
39480.0,2019,France,2019-03-21,Non,Diesel,Automatique,Noir,5.0,2,2.0,167455,198,258,17
38100.0,2011,France,2011-05-15,Non,Essence,Automatique,bleu,2.0,1,5.0,233772,221,320,22
32460.0,2023,France,2023-02-05,Oui,Electrique,Automatique,NOIR,3.0,0,5.0,17277,0,102,5
29020.0,2021,France,2021-05-22,Oui,Diesel,Automatique,gris,5.0,2,5.0,66872,129,131,7
26070.0,2020,Importé,2020-04-09,Oui,Diesel,Manuelle,gris clair,5.0,2,5.0,58307,107,150,7
33580.0,2021,France,2022-01-31,Non,Hybride essence électrique,Automatique,blanc,5.0,1,5.0,45709,107,245,8
25720.0,2023,France,2023-06-09,Non,Essence,Manuelle,blanc,5.0,1,5.0,20014,135,114,6
36040.0,2021,France,2021-04-11,Oui,Essence,Automatique,blanc metal,5.0,1,5.0,22600,137,150,8
40920.0,2023,France,2023-03-15,Non,Diesel,Automatique,Gletscherweiß Metallic,5.0,2,1.0,19332,127,150,8
29220.0,2018,France,2018-01-12,Oui,Diesel,Automatique,bleu,5.0,2,1.0,65976,106,190,10
26230.0,2021,France,2021-01-08,Non,Essence,Manuelle,gris,5.0,1,1.0,28096,132,150,8
30120.0,2022,France,2022-09-06,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,23372,137,140,7
47410.0,2022,Importé,2022-05-02,Non,Essence,Automatique,Bleu,5.0,1,2.0,24840,160,300,19
19910.0,2022,Importé,2023-01-28,Non,Diesel,Manuelle,Rouge,5.0,1,2.0,61829,115,102,5
13330.0,2017,France,2017-08-05,Non,Diesel,Manuelle,noir metal,5.0,2,1.0,176422,105,105,5
38320.0,2020,France,2020-07-21,Non,Diesel,Automatique,gris clair,5.0,2,2.0,46134,113,131,7
32080.0,2024,France,2024-10-22,Oui,Essence,Automatique,platine,5.0,1,2.0,1,130,131,7
29730.0,2020,France,2020-12-20,Non,Diesel,Manuelle,GRIS FONCE,5.0,2,1.0,67235,105,102,5
38420.0,2023,France,2023-02-23,Oui,Diesel,Automatique,gris foncé,5.0,2,1.0,12698,135,130,7
14860.0,2018,Importé,2018-07-05,Non,Essence,Automatique,noir,3.0,2,1.0,129053,135,95,5
17530.0,2010,Importé,2010-10-10,Non,Essence,Automatique,noir,5.0,1,1.0,179841,289,243,17
25810.0,2023,France,2023-05-03,Non,Diesel,Manuelle,Gris Quartz,5.0,2,1.0,7914,106,102,5
26140.0,2021,France,2022-01-23,Oui,Electrique,Automatique,BLEU,5.0,0,1.0,28356,0,35,2
19530.0,2023,Importé,2023-03-19,Oui,Essence,Manuelle,jaune,5.0,1,1.0,1586,119,75,4
49180.0,2021,France,2022-01-31,Oui,Essence,Automatique,noir metal,4.0,1,1.0,67650,166,300,19
26600.0,2020,France,2020-12-07,Non,Essence,Automatique,bleu,5.0,1,2.0,28502,101,131,6
14220.0,2020,France,2020-06-07,Oui,Essence,Manuelle,noir,5.0,1,2.0,89086,113,90,5
43540.0,2023,France,2023-12-08,Oui,Diesel,Automatique,noir,5.0,2,2.0,16148,127,150,8
32730.0,2023,France,2024-01-17,Oui,Essence,Automatique,vert,5.0,1,2.0,1,128,130,7
283510.0,2023,Importé,2023-09-19,Non,Essence,Automatique,gris verni,2.0,1,2.0,11187,248,480,37
37170.0,2020,France,2021-09-01,Oui,Diesel,Automatique,bleu,5.0,2,2.0,75458,124,150,8
14480.0,2016,France,2016-12-25,Oui,Essence,Automatique,gris metal,5.0,1,2.0,95042,127,120,6
35860.0,2020,France,2020-07-31,Non,Essence,Automatique,bleu,5.0,1,2.0,44280,117,150,8
239280.0,2019,France,2019-11-13,Non,Essence,Automatique,titane,2.0,1,2.0,48390,245,600,52
20850.0,2021,France,2021-04-11,Oui,Essence,Automatique,SABLE NACRE/TOIT NOIR,5.0,1,2.0,16333,133,110,6
61300.0,2023,France,2023-03-02,Non,Hybride essence électrique,Automatique,gris,5.0,1,2.0,2392,29,218,8
29680.0,2021,France,2021-09-05,Oui,Hybride essence électrique,Automatique,BLANC,5.0,1,2.0,82444,32,181,10
22740.0,2020,France,2020-04-27,Oui,Diesel,Automatique,bleu,5.0,2,2.0,90004,99,116,6
179680.0,2020,France,2020-08-19,Non,Essence,Automatique,blanc verni,2.0,1,3.0,20880,205,450,34
28290.0,2018,France,2018-04-28,Non,Essence,Automatique,Rouge,5.0,1,2.0,150405,160,265,16
29630.0,2017,France,2017-01-07,Non,Diesel,Manuelle,noir metal,5.0,2,3.0,128340,142,190,11
678180.0,2023,France,2023-04-19,Non,Essence,Automatique,vert,2.0,1,2.0,5808,373,800,86
11620.0,2020,France,2020-04-12,Non,Electrique,Automatique,blanc,5.0,0,2.0,36160,0,59,1
25490.0,2022,France,2022-08-31,Non,Essence,Manuelle,blanc,5.0,1,1.0,62830,139,159,8
31490.0,2023,Importé,2023-08-02,Non,Hybride essence électrique,Manuelle,gris,5.0,1,1.0,12,126,129,7
28300.0,2019,France,2019-04-10,Non,Essence,Manuelle,noir,5.0,1,2.0,70200,117,131,7
24730.0,2024,France,2024-01-10,Oui,Bicarburation essence GPL,Manuelle,blanc,5.0,1,2.0,521,118,101,5
35080.0,2018,Importé,2018-12-19,Non,Diesel,Automatique,vert,5.0,2,2.0,63765,129,190,11
29620.0,2019,Importé,2019-08-24,Oui,Diesel,Automatique,noir,5.0,1,2.0,71567,106,150,7
24170.0,2021,France,2021-09-04,Non,Essence,Manuelle,blanc,5.0,1,2.0,32858,125,125,6
25190.0,2018,France,2018-10-27,Oui,Diesel,Manuelle,blanc verni,4.0,2,2.0,97900,156,102,7
30200.0,2020,France,2020-09-21,Non,Essence,Automatique,noir metal,3.0,1,3.0,36146,134,192,10
32480.0,2022,France,2022-08-27,Oui,Diesel,Automatique,gris anthracite metal,5.0,2,3.0,55789,136,131,7
26730.0,2021,France,2022-01-01,Non,Diesel,Automatique,gris,5.0,2,2.0,23737,98,131,7
31020.0,2022,Importé,2022-07-24,Oui,Essence,Automatique,gris,5.0,1,2.0,8970,135,130,7
28860.0,2021,France,2021-07-06,Oui,Electrique,Automatique,Blanc,5.0,0,2.0,26499,0,78,4
42580.0,2022,France,2022-03-30,Non,Electrique,Automatique,Gris Quartz,5.0,0,2.0,8736,0,78,4
93910.0,2024,Importé,2024-06-22,Non,Diesel,Automatique,Gris,4.0,1,2.0,122,212,150,7
23460.0,2021,France,2021-08-10,Oui,Essence,Automatique,gris,5.0,1,2.0,89068,150,131,7
8450.0,2014,France,2014-01-09,Non,Essence,Manuelle,blanc opaque (verni sans reflet),3.0,1,4.0,101392,119,69,4
47580.0,2023,France,2023-08-30,Non,Essence,Automatique,rouge metal,5.0,1,1.0,35142,152,163,9
47020.0,2024,France,2024-08-25,Oui,Diesel,Automatique,noir,5.0,2,1.0,15,129,150,8
21710.0,2020,France,2020-03-03,Oui,Essence,Manuelle,gris,5.0,1,1.0,90095,106,116,6
84570.0,2023,Importé,2024-01-20,Non,Diesel,Automatique,noir metal,5.0,2,1.0,61,166,204,11
54750.0,2017,France,2017-05-04,Non,Essence,Automatique,noir metal,5.0,1,4.0,139230,219,367,26
32180.0,2021,France,2021-08-14,Oui,Diesel,Automatique,Bleu Tijuca (métallisée),5.0,2,4.0,80357,121,177,9
17360.0,2022,Importé,2022-05-30,Non,Hybride essence électrique,Manuelle,bleu,3.0,1,4.0,6611,106,70,4
76820.0,2020,Importé,2020-09-14,Non,Essence,Automatique,noir verni,5.0,1,4.0,72885,183,245,15
28890.0,2021,France,2021-11-25,Non,Essence,Manuelle,orange,5.0,1,4.0,25408,132,130,6
35500.0,2024,Importé,2024-01-09,Oui,Essence,Automatique,noir metal,5.0,1,4.0,11,128,130,7
47580.0,2022,France,2022-12-10,Oui,Hybride essence électrique,Automatique,CRYSTAL PEARL,4.0,1,4.0,10115,26,200,11
23730.0,1993,Importé,1992-10-11,Non,Essence,Manuelle,noir,2.0,1,4.0,125000,26,112,9
38740.0,2022,France,2022-03-26,Non,Electrique,Automatique,Brilliant Silver Metallic,5.0,0,2.0,30557,0,95,5
23300.0,2017,Importé,2018-03-01,Oui,Diesel,Manuelle,noir metal,5.0,2,2.0,99110,109,150,7
36770.0,2016,France,2016-07-20,Non,Diesel,Automatique,Noir,5.0,2,4.0,147441,166,313,20
91000.0,2021,France,2021-12-18,Non,Hybride essence électrique,Automatique,blanc,5.0,1,2.0,54578,57,340,22
14150.0,2019,France,2019-01-02,Oui,Essence,Manuelle,gris,5.0,1,2.0,46543,105,82,4
37720.0,2022,Importé,2022-09-16,Non,Hybride essence électrique,Automatique,orange,5.0,1,2.0,6803,133,140,7
14940.0,2010,France,2010-08-23,Non,Essence,Manuelle,rouge metal,5.0,2,2.0,112700,153,170,10
22980.0,2021,France,2022-01-02,Non,Essence,Manuelle,blanc,5.0,1,2.0,53877,105,101,5
49430.0,2024,France,2024-05-16,Oui,Diesel,Manuelle,blanc,2.0,2,2.0,46,105,165,6
21740.0,2019,France,2019-02-07,Oui,Essence,Manuelle,blanc,5.0,1,2.0,43038,125,118,6
21830.0,2021,France,2021-08-16,Oui,Essence,Automatique,gris,5.0,1,2.0,104284,141,131,7
16290.0,2020,Importé,2020-12-06,Non,Essence,Manuelle,gris,5.0,1,2.0,15793,125,90,5
99420.0,2019,Importé,2019-03-14,Non,Essence,Automatique,gris clair,5.0,1,2.0,59279,178,331,22
31440.0,2024,France,2024-10-15,Oui,Essence,Manuelle,rouge nacre,5.0,1,2.0,6291,142,140,7
31620.0,2020,France,2020-12-07,Oui,Diesel,Automatique,gris clair,5.0,2,2.0,102510,114,190,10
17740.0,2018,France,2018-10-21,Non,Essence,Automatique,BLEU CLAIR,5.0,1,2.0,102992,115,131,7
19020.0,2022,France,2022-12-26,Oui,Diesel,Manuelle,P. opaque Blanc Banquise,5.0,2,2.0,118391,122,131,7
13900.0,2018,France,2018-03-13,Non,Essence,Manuelle,Sable (nacré),5.0,1,2.0,76647,109,82,4
60480.0,2020,France,2020-02-27,Non,Essence,Automatique,bleu clair,2.0,1,2.0,42570,162,340,22
13660.0,2019,France,2020-07-01,Oui,Essence,Manuelle,gris clair,5.0,1,2.0,33093,120,90,5
27140.0,2021,France,2021-09-13,Oui,Essence,Automatique,bleu,5.0,1,2.0,15520,101,131,7
183490.0,2021,France,2021-06-10,Non,Essence,Automatique,Argent Iridium Métallisée,2.0,1,2.0,19332,288,557,47
18170.0,2020,France,2020-04-11,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,92088,100,116,6
143830.0,2022,France,2022-03-22,Non,Hybride essence électrique,Automatique,noir,5.0,1,2.0,21960,76,340,22
10690.0,2017,France,2017-06-27,Non,Essence,Manuelle,gris foncé metal,5.0,1,2.0,221092,107,90,5
41400.0,2023,France,2024-01-22,Non,Diesel,Automatique,gris,5.0,2,2.0,11,136,131,7
32390.0,2021,France,2021-11-04,Non,Essence,Automatique,bleu,5.0,1,2.0,20756,141,131,6
14800.0,2013,France,2014-01-21,Non,Diesel,Automatique,noir metal,5.0,2,4.0,178174,149,112,6
24170.0,2018,France,2018-11-18,Oui,Diesel,Automatique,noir,5.0,2,4.0,96138,112,150,8
29380.0,2023,France,2023-02-19,Non,Essence,Automatique,rouge,5.0,1,4.0,10512,133,140,7
17740.0,2023,Importé,2023-06-20,Non,Essence,Manuelle,orange,5.0,1,4.0,14603,133,92,5
30340.0,2020,France,2020-04-21,Non,Diesel,Automatique,noir verni,5.0,2,2.0,117600,138,170,9
56380.0,2021,France,2021-08-21,Oui,Hybride essence électrique,Automatique,GRIS FONCE,5.0,1,2.0,36114,56,252,15
46590.0,2024,France,2024-09-03,Oui,Essence,Automatique,gris clair,4.0,1,2.0,6287,150,131,7
23940.0,2024,France,2024-03-27,Oui,Essence,Automatique,P. M. Gris Acier,5.0,1,2.0,1060,121,101,5
32060.0,2021,Importé,2021-02-06,Non,Essence,Automatique,gris,5.0,1,2.0,45897,128,150,8
41980.0,2020,Importé,2020-07-08,Oui,Diesel,Automatique,noir,5.0,2,2.0,105821,138,245,14
14990.0,2020,France,2020-03-16,Non,Essence,Manuelle,Rouge Magma,5.0,1,2.0,54661,128,101,6
22440.0,2020,France,2020-05-05,Oui,Essence,Automatique,blanc,5.0,1,2.0,61875,115,131,7
20420.0,2023,Importé,2023-09-09,Non,Essence,Manuelle,rouge,5.0,1,2.0,22124,115,75,4
35010.0,2023,Importé,2023-05-08,Non,Essence,Automatique,bleu,5.0,1,2.0,25573,141,140,7
258500.0,2023,Importé,2023-12-07,Non,Essence,Automatique,Noir,2.0,1,2.0,10989,251,480,37
20040.0,2024,France,2024-10-11,Non,Essence,Manuelle,noir,2.0,1,2.0,54,121,70,4
105650.0,2023,France,2023-02-21,Oui,Essence,Automatique,bleu metal,2.0,1,2.0,3493,153,300,4
29020.0,2019,Importé,2019-12-16,Oui,Diesel,Manuelle,gris foncé,5.0,2,2.0,87136,133,150,8
12080.0,2019,France,2019-09-14,Non,Diesel,Manuelle,gris clair metal,5.0,2,1.0,107690,98,90,4
22480.0,2022,France,2022-05-10,Non,Diesel,Manuelle,jaune metal,5.0,2,2.0,61955,107,102,5
29050.0,2024,Importé,2024-03-03,Non,Essence,Manuelle,gris,5.0,1,2.0,12,131,90,5
28860.0,2022,France,2023-10-01,Non,Diesel,Automatique,Gris,5.0,2,1.0,55263,119,150,8
114880.0,2020,Importé,2020-05-29,Non,Essence,Automatique,blanc verni,3.0,2,1.0,12075,119,485,35
23180.0,2017,Importé,2017-07-16,Non,Diesel,Manuelle,gris,5.0,2,1.0,113099,119,150,8
31800.0,2018,France,2018-07-03,Non,Essence,Manuelle,rouge,5.0,1,1.0,71131,159,192,12
26690.0,2023,Importé,2024-01-22,Non,Essence,Automatique,gris,5.0,1,1.0,11,136,130,7
27040.0,2020,France,2020-11-22,Non,Essence,Manuelle,gris,5.0,1,2.0,65805,155,140,8
15710.0,2016,France,2016-07-16,Non,Essence,Manuelle,blanc nacre,5.0,1,2.0,63404,104,82,4
29980.0,2020,France,2020-08-19,Oui,Essence,Manuelle,blanc,5.0,1,2.0,63410,118,131,7
14610.0,2022,France,2022-04-04,Oui,Essence,Manuelle,BLANC,5.0,1,2.0,22785,109,72,4
18170.0,2022,France,2022-10-02,Oui,Essence,Manuelle,Blanc,5.0,1,2.0,60146,117,95,5
22730.0,2020,France,2020-01-05,Oui,Diesel,Automatique,gris,5.0,2,2.0,41626,113,116,6
44150.0,2020,France,2020-07-07,Non,Essence,Automatique,gris,5.0,1,2.0,42933,154,190,10
18150.0,2018,France,2018-04-05,Non,Diesel,Manuelle,gris,5.0,2,2.0,142140,89,109,5
41620.0,2021,France,2021-09-04,Oui,Essence,Automatique,gris,3.0,1,2.0,60494,156,197,11
22740.0,2021,France,2021-02-19,Oui,Essence,Manuelle,blanc,5.0,1,2.0,37840,96,101,5
20040.0,2022,France,2022-07-19,Oui,Diesel,Automatique,gris clair,5.0,2,2.0,88222,124,116,6
63240.0,2024,France,2024-01-07,Oui,Electrique,Automatique,bleu,4.0,0,2.0,12960,0,105,5
30110.0,2020,France,2020-04-04,Non,Diesel,Manuelle,gris foncé,4.0,2,2.0,152544,167,163,8
17400.0,2021,France,2021-05-08,Oui,Diesel,Automatique,noir,5.0,2,2.0,88522,129,116,6
27520.0,2017,France,2017-08-27,Non,Diesel,Manuelle,gris foncé metal,4.0,2,2.0,133947,208,150,7
18130.0,2020,France,2020-02-19,Oui,Diesel,Manuelle,blanc,5.0,2,2.0,72408,111,99,5
36780.0,2020,Importé,2020-08-23,Oui,Diesel,Automatique,gris clair,5.0,2,2.0,74672,147,190,11
18920.0,2018,France,2018-07-20,Non,Essence,Manuelle,rouge,5.0,1,2.0,70987,117,131,7
18060.0,2022,France,2022-01-07,Oui,Essence,Manuelle,gris,5.0,1,2.0,40454,118,91,5
17260.0,2018,France,2018-06-11,Non,Diesel,Automatique,blanc metal,5.0,2,2.0,153684,129,141,7
42780.0,2024,Importé,2024-01-05,Oui,Essence,Automatique,blanc,5.0,1,2.0,1070,141,160,8
47680.0,2021,France,2021-02-19,Non,Hybride essence électrique,Automatique,gris clair,5.0,1,2.0,30835,35,200,9
18590.0,2021,France,2021-09-02,Oui,Diesel,Manuelle,gris clair,5.0,2,2.0,103945,147,120,6
93170.0,2012,France,2012-05-07,Non,Essence,Automatique,noir,2.0,1,2.0,39114,365,576,52
12160.0,2020,France,2020-09-21,Non,Essence,Manuelle,gris,5.0,1,1.0,86174,113,67,4
31880.0,2024,Importé,2024-04-10,Non,Hybride essence électrique,Automatique,blanc,5.0,1,1.0,11,136,140,7
27980.0,2021,France,2021-06-26,Non,Essence,Automatique,P. M. Gris Artense,5.0,1,2.0,40019,140,131,7
28520.0,2019,France,2019-08-11,Non,Diesel,Automatique,bleu metal,5.0,2,2.0,65331,129,150,8
19780.0,2022,France,2022-12-04,Non,Diesel,Manuelle,noir,5.0,2,1.0,18493,121,116,6
40260.0,2023,France,2023-10-19,Oui,Hybride essence électrique,Automatique,GRIS ARTENSE,5.0,1,1.0,3472,25,150,8
31360.0,2023,France,2023-09-03,Oui,Diesel,Automatique,Blanc,5.0,2,1.0,6282,125,131,7
25970.0,2021,France,2021-01-12,Oui,Essence,Automatique,gris,5.0,1,1.0,30802,103,95,5
12400.0,2018,France,2018-11-02,Oui,Diesel,Manuelle,blanc,5.0,2,1.0,115989,82,90,4
23520.0,2021,France,2021-09-24,Oui,Diesel,Automatique,gris,5.0,2,1.0,45900,129,116,6
17720.0,2021,Importé,2021-09-12,Non,Essence,Manuelle,gris,5.0,2,1.0,67777,129,100,5
176580.0,2020,Importé,2020-10-03,Non,Essence,Automatique,noir metal,2.0,1,1.0,42750,205,450,34
14590.0,2019,France,2019-08-31,Non,Essence,Manuelle,noir,5.0,1,2.0,56355,105,101,5
15210.0,2023,France,2023-09-13,Non,Essence,Manuelle,BLANC,5.0,1,1.0,10537,122,83,4
45580.0,1969,Importé,1968-08-14,Non,Essence,Automatique,vert,2.0,1,1.0,108300,122,200,27
20040.0,2017,France,2017-06-28,Non,Essence,Automatique,bleu marine,5.0,1,2.0,48041,121,125,6
25720.0,2020,France,2021-01-14,Non,Essence,Automatique,gris,5.0,1,2.0,53235,109,131,6
11880.0,2017,France,2018-01-30,Non,Essence,Manuelle,gris,3.0,1,3.0,111918,99,110,5
27710.0,2022,France,2022-10-26,Non,Electrique,Automatique,gris anthracite metal,5.0,0,2.0,37625,0,122,6
23380.0,2020,Importé,2020-10-12,Oui,Diesel,Automatique,noir,5.0,2,2.0,84127,106,115,6
44750.0,2021,France,2021-07-30,Oui,Diesel,Automatique,blanc,4.0,2,2.0,54329,212,150,7
23380.0,2023,Importé,2024-01-02,Non,Essence,Automatique,noir,5.0,1,2.0,1806,139,92,5
7650.0,2015,France,2015-05-15,Oui,Essence,Manuelle,rouge,5.0,1,2.0,69930,99,68,4
249610.0,2023,France,2023-05-22,Oui,Essence,Automatique,noir metal,5.0,1,2.0,8502,264,531,44
28540.0,2023,France,2023-01-11,Oui,Diesel,Manuelle,BLANC,5.0,2,2.0,3399,107,102,5
18550.0,2009,France,2010-01-18,Non,Essence,Manuelle,blanc metal,2.0,2,2.0,136880,186,200,12
23080.0,1989,Importé,1989-07-15,Non,Essence,Automatique,marron,2.0,2,2.0,151731,186,182,24
49890.0,2022,France,2022-08-14,Non,Hybride essence électrique,Automatique,noir metal,5.0,1,2.0,19815,25,152,8
33280.0,2020,France,2020-05-17,Non,Diesel,Automatique,Bleu,5.0,2,2.0,45512,139,200,11
16640.0,2021,Importé,2022-12-01,Non,Essence,Manuelle,blanc,5.0,1,2.0,11123,122,83,4
20380.0,2022,France,2022-05-04,Oui,Essence,Manuelle,rouge,5.0,1,2.0,15578,130,110,6
45380.0,2020,France,2020-12-23,Non,Diesel,Automatique,noir verni,5.0,2,3.0,121155,140,190,11
30730.0,2012,Importé,2012-07-08,Non,Essence,Manuelle,blanc metal,2.0,1,3.0,67891,199,204,13
71670.0,2021,France,2021-03-18,Non,Diesel,Automatique,gris,5.0,2,2.0,52430,236,150,7
17980.0,2020,France,2020-06-04,Non,Essence,Automatique,rouge metal,5.0,1,2.0,78451,117,131,7
23080.0,2020,France,2020-02-24,Non,Diesel,Automatique,gris foncé,5.0,2,2.0,36572,113,116,6
10790.0,2007,France,2007-10-15,Oui,Essence,Automatique,gris metal,5.0,2,2.0,32400,193,140,9
